"category_id","name","url_name","description","meta_description","meta_keywords","auto_category_term","num_videos","last_video_id","image_id"
1646,"Mounts - Side Control - Side Control (100 Kilos) - Forearm Brace (Arm Under) - Top - Transition to North South","mounts-side-control-side-control-100-kilos-forearm-brace-arm-under-top-transition-to-north-south","","","","",1,2014,0
1587,"Mounts - Side Control - Side Control (100 Kilos) - Prayer - Bottom - Guard Recovery","mounts-side-control-side-control-100-kilos-prayer-bottom-guard-recovery","","","","",8,2015,0
6,"Mounts - Knee On Belly - Knee On Belly - Normal - Top - Submissions","mounts-knee-on-belly-knee-on-belly-normal-top-submissions","","","","",186,2013,0
7,"Mounts - Knee On Belly - Knee On Belly - Normal - Bottom - Escapes","mounts-knee-on-belly-knee-on-belly-normal-bottom-escapes","","","","",19,2013,0
8,"Mounts - North South - North South - Over Under - Top - Submissions","mounts-north-south-north-south-over-under-top-submissions","","","","",45,2013,0
9,"Mounts - North South - North South - Over Under - Bottom - Escapes","mounts-north-south-north-south-over-under-bottom-escapes","Escapes from the north south position","","","",5,2013,0
10,"Guards - Turtle Guard - Front Turtle - Front Headlock - Top - Submissions","guards-turtle-guard-front-turtle-front-headlock-top-submissions","","","","",138,2013,0
11,"Guards - Turtle Guard - Front Turtle - Front Headlock - Bottom - Reversals","guards-turtle-guard-front-turtle-front-headlock-bottom-reversals","","","","",12,2013,0
12,"Mounts - Back Mount - Back Mount - Normal (Sitting) - Back - Submissions","mounts-back-mount-back-mount-normal-sitting-back-submissions","Attacks from the back mount.","","","",189,2014,0
13,"Mounts - Back Mount - Back Mount - Normal (Sitting) - Front - Escapes","mounts-back-mount-back-mount-normal-sitting-front-escapes","Escapes from the back mount.","","","",51,2013,0
74,"Guards - Half Guard - Half Guard (Bottom Dominant) - Knee Shield - Top - Passes","guards-half-guard-half-guard-bottom-dominant-knee-shield-top-passes","","","","",66,2013,0
75,"Guards - Half Guard - Half Guard (Bottom Dominant) - Knee Shield - Bottom - Submissions","guards-half-guard-half-guard-bottom-dominant-knee-shield-bottom-submissions","","","","",63,2013,0
1532,"Guards - Closed Guard - Bottom Dominant (Sleeve Control) - Same Side Sleeve - Bottom - Back Takes","guards-closed-guard-bottom-dominant-sleeve-control-same-side-sleeve-bottom-back-takes","","","","",1,2014,0
16,"Guards - Half Guard - Half Guard (Bottom Dominant) - Normal - Bottom - Sweeps","guards-half-guard-half-guard-bottom-dominant-normal-bottom-sweeps","","","","",86,2013,0
17,"Guards - Half Guard - Half Guard (Bottom Dominant) - Normal - Top - Passes","guards-half-guard-half-guard-bottom-dominant-normal-top-passes","","","","",21,2013,0
1252,"Guards - Spider Guard - Spider Guard - Butterfly - Top - Passes","guards-spider-guard-spider-guard-butterfly-top-passes","","","","",2,2013,0
1249,"Guards - Butterfly Guard - Butterfly Guard - Over Under - Bottom - Sweeps","guards-butterfly-guard-butterfly-guard-over-under-bottom-sweeps","","","","",7,2013,0
1150,"Guards - Miscellaneous Guards - Miscellaneous Guards - K Control - Bottom - Control","guards-miscellaneous-guards-miscellaneous-guards-k-control-bottom-control","","","","",2,2014,0
408,"Guards - X Guard - X Guard - Single Leg - Top - Passes","guards-x-guard-x-guard-single-leg-top-passes","","","","",2,2013,0
1152,"Guards - Turtle Guard - One Hook In - Leg Ride - Bottom - Submissions","guards-turtle-guard-one-hook-in-leg-ride-bottom-submissions","","","","",1,2014,0
25,"Guards - Reverse DLR Guard - Reverse DLR Guard (Bottom Dominant) - Inverting - Bottom (Standing) - Sweeps","guards-reverse-dlr-guard-reverse-dlr-guard-bottom-dominant-inverting-bottom-standing-sweeps","","","","",4,2013,0
26,"Guards - Reverse DLR Guard - Reverse DLR Guard (Bottom Dominant) - Inverting - Top - Passes","guards-reverse-dlr-guard-reverse-dlr-guard-bottom-dominant-inverting-top-passes","","","","",2,2013,0
1135,"Guards - Spider Guard - Spider Guard - Deep - Bottom - Sweeps","guards-spider-guard-spider-guard-deep-bottom-sweeps","","","","",19,2014,0
27,"Guards - Inverted Guards - Inverted Guards - Tornado - Bottom - Sweeps","guards-inverted-guards-inverted-guards-tornado-bottom-sweeps","","","","",8,2013,0
29,"Guards - X Guard - X Guard - Normal - Bottom (Standing) - Sweeps","guards-x-guard-x-guard-normal-bottom-standing-sweeps","","","","",40,2013,0
30,"Guards - X Guard - X Guard - Normal - Top - Passes","guards-x-guard-x-guard-normal-top-passes","","","","",15,2013,0
2284,"Stand Up (Gi) - Zone 2 - Back Collar - Back Collar - Defensive - Control","stand-up-gi-zone-2-back-collar-back-collar-defensive-control","","","","",2,2014,0
2285,"Stand Up (Gi) - Zone 2 - Back Collar - Sleeve - Offensive - Take Downs","stand-up-gi-zone-2-back-collar-sleeve-offensive-take-downs","","","","",1,2013,0
34,"Miscellaneous - Miscellaneous - Miscellaneous - Real Street Fights - Real Street Fights - Real Street Fights","miscellaneous-miscellaneous-miscellaneous-real-street-fights-real-street-fights-real-street-fights","","","","",18,2013,0
957,"Mounts - Full Mount - Full Mount - Low - Bottom - Guard Recovery","mounts-full-mount-full-mount-low-bottom-guard-recovery","","","","",8,2014,0
96,"Mounts - Full Mount - Full Mount - S - Top - Submissions","mounts-full-mount-full-mount-s-top-submissions","","","","",68,2013,0
507,"Miscellaneous - Miscellaneous - Miscellaneous - Gym Stuff - Gym Stuff - Rule Explanations","miscellaneous-miscellaneous-miscellaneous-gym-stuff-gym-stuff-rule-explanations","","","","",22,2013,0
48,"Guards - Koala Guard - Koala Guard (Normal) - No Grips (Shin) - Top - Passes","guards-koala-guard-koala-guard-normal-no-grips-shin-top-passes","","","","",1,2014,0
49,"Guards - Koala Guard - Koala Guard (Normal) - No Grips (Shin) - Bottom (Standing) - Back Take","guards-koala-guard-koala-guard-normal-no-grips-shin-bottom-standing-back-take","","","","",2,2013,0
50,"Guards - Closed Guard - Bottom Dominant (Specialty Guards) - Rubber - Bottom - Submissions","guards-closed-guard-bottom-dominant-specialty-guards-rubber-bottom-submissions","","","","",57,2013,0
51,"Guards - Half Guard - Half Guard (Bottom Dominant) - Deep - Bottom - Sweeps","guards-half-guard-half-guard-bottom-dominant-deep-bottom-sweeps","","","","",42,2013,0
52,"Guards - Half Guard - Half Guard (Bottom Dominant) - Deep - Top - Passes","guards-half-guard-half-guard-bottom-dominant-deep-top-passes","","","","",9,2013,0
178,"Mounts - Back Mount - Back Mount - Normal (Sitting) - Front - Submissions","mounts-back-mount-back-mount-normal-sitting-front-submissions","","","","",15,2013,0
55,"Guards - Half Guard - Half Guard (Top Dominant) - Quarter - Top - Passes","guards-half-guard-half-guard-top-dominant-quarter-top-passes","","","","",7,2013,0
56,"Guards - Half Guard - Half Guard (Top Dominant) - Quarter - Bottom - Escapes","guards-half-guard-half-guard-top-dominant-quarter-bottom-escapes","","","","",2,2014,0
61,"Guards - Half Guard - Half Guard (Bottom Dominant) - Lock Down - Top - Escapes","guards-half-guard-half-guard-bottom-dominant-lock-down-top-escapes","","","","",3,2014,0
62,"Guards - Half Guard - Half Guard (Bottom Dominant) - Lock Down - Bottom - Sweeps","guards-half-guard-half-guard-bottom-dominant-lock-down-bottom-sweeps","","","","",26,2013,0
68,"Guards - Koala Guard - Koala Guard (Normal) - No Grips - Bottom (Standing) - Sweeps","guards-koala-guard-koala-guard-normal-no-grips-bottom-standing-sweeps","","","","",5,2014,0
154,"Mounts - Knee On Belly - Knee On Belly - Normal - Top - Entry","mounts-knee-on-belly-knee-on-belly-normal-top-entry","","","","",11,2013,0
150,"Mounts - Side Control - Side Control (Variants) - Twister (Over Arm) - Top - Submissions","mounts-side-control-side-control-variants-twister-over-arm-top-submissions","","","","",44,2013,0
153,"Mounts - Side Control - Side Control (Variants) - Scarf Hold - Top - Control","mounts-side-control-side-control-variants-scarf-hold-top-control","","","","",1,2013,0
67,"Miscellaneous - MMA - MMA - Ground and Pound - Techniques - Grappling for MMA","miscellaneous-mma-mma-ground-and-pound-techniques-grappling-for-mma","","","","",209,2013,0
1531,"Guards - Closed Guard - Top Dominant (Low Posture) - Neck Clinch - Top - Guard Breaks / Passes","guards-closed-guard-top-dominant-low-posture-neck-clinch-top-guard-breaks-passes","","","","",4,2013,0
1530,"Guards - Closed Guard - Bottom Dominant (Sleeve Control) - Tricep Grip - Bottom - Submissions","guards-closed-guard-bottom-dominant-sleeve-control-tricep-grip-bottom-submissions","","","","",2,2013,0
1545,"Guards - Closed Guard - Top Dominant (Low Posture) - Bicep Control - Bottom - Sweeps","guards-closed-guard-top-dominant-low-posture-bicep-control-bottom-sweeps","","","","",1,2013,0
76,"Guards - Half Guard - Half Guard (Top Dominant) - Reverse (Under Arm) - Bottom - Back Takes","guards-half-guard-half-guard-top-dominant-reverse-under-arm-bottom-back-takes","","","","",13,2013,0
77,"Guards - Half Guard - Half Guard (Top Dominant) - Reverse (Under Arm) - Top - Back Takes","guards-half-guard-half-guard-top-dominant-reverse-under-arm-top-back-takes","","","","",5,2013,0
78,"Guards - Half Guard - Half Guard (Top Dominant) - Back Step (Side Body) - Bottom - Sweeps","guards-half-guard-half-guard-top-dominant-back-step-side-body-bottom-sweeps","","","","",7,2013,0
79,"Guards - Half Guard - Half Guard (Top Dominant) - Back Step (Side Body) - Top - Passes","guards-half-guard-half-guard-top-dominant-back-step-side-body-top-passes","","","","",30,2013,0
80,"Guards - Half Guard - Half Guard (Bottom Dominant) - Butterfly - Top - Passes","guards-half-guard-half-guard-bottom-dominant-butterfly-top-passes","","","","",3,2013,0
81,"Guards - Half Guard - Half Guard (Bottom Dominant) - Butterfly - Bottom - Sweeps","guards-half-guard-half-guard-bottom-dominant-butterfly-bottom-sweeps","","","","",22,2013,0
1802,"Guards - Disengaged - Laying vs. Standing - Feet On Hips - Top - Passes to Submission","guards-disengaged-laying-vs-standing-feet-on-hips-top-passes-to-submission","","","","",3,2013,0
83,"Guards - Inverted Guards - Inverted Guards - Inverted (Spider) - Top - Passes","guards-inverted-guards-inverted-guards-inverted-spider-top-passes","","","","",1,2014,0
84,"Guards - Inverted Guards - Inverted Guards - Inverted (Spider) - Bottom (Kneeling) - Submissions","guards-inverted-guards-inverted-guards-inverted-spider-bottom-kneeling-submissions","","","","",10,2013,0
155,"Mounts - Knee On Belly - Knee On Belly - Normal - Top - Mount Takes","mounts-knee-on-belly-knee-on-belly-normal-top-mount-takes","","","","",3,2013,0
87,"Mounts - Side Control - Side Control (Variants) - Twister (Over Arm) - Top - Mount Takes","mounts-side-control-side-control-variants-twister-over-arm-top-mount-takes","","","","",13,2013,0
88,"Mounts - Side Control - Side Control (Variants) - Twister (Over Arm) - Bottom - Sweeps","mounts-side-control-side-control-variants-twister-over-arm-bottom-sweeps","","","","",3,2013,0
1801,"Guards - Disengaged - Sitting vs. Standing - Sitting - Top (Knock Down) - Passes to Submission","guards-disengaged-sitting-vs-standing-sitting-top-knock-down-passes-to-submission","","","","",4,2013,0
90,"Guards - Disengaged - Sitting vs. Kneeling - Single Underhook - Top - Passes to Side","guards-disengaged-sitting-vs-kneeling-single-underhook-top-passes-to-side","","","","",11,2013,0
99,"Mounts - Full Mount - Full Mount - High - Top - Submissions","mounts-full-mount-full-mount-high-top-submissions","","","","",47,2013,0
123,"Mounts - Full Mount - Full Mount - Technical - Top - Entry","mounts-full-mount-full-mount-technical-top-entry","","","","",13,2013,0
100,"Mounts - Full Mount - Full Mount - High - Bottom - Escapes","mounts-full-mount-full-mount-high-bottom-escapes","","","","",10,2013,0
118,"Mounts - Full Mount - Full Mount - Low - Top - Submissions","mounts-full-mount-full-mount-low-top-submissions","","","","",44,2013,0
119,"Mounts - Full Mount - Full Mount - Low - Top - Control","mounts-full-mount-full-mount-low-top-control","","","","",15,2013,0
104,"Mounts - Full Mount - Full Mount - Sit Out - Top - Submissions","mounts-full-mount-full-mount-sit-out-top-submissions","","","","",7,2013,0
1571,"Guards - Closed Guard - Bottom Dominant (Gi Skirt) - Back Wrap - Bottom - Submissions","guards-closed-guard-bottom-dominant-gi-skirt-back-wrap-bottom-submissions","","","","",3,2014,0
108,"Mounts - Full Mount - Full Mount - Reverse - Top - Entry","mounts-full-mount-full-mount-reverse-top-entry","","","","",4,2013,0
109,"Mounts - Full Mount - Full Mount - Reverse - Top - Submissions","mounts-full-mount-full-mount-reverse-top-submissions","","","","",6,2013,0
1570,"Guards - Closed Guard - Bottom Dominant (Sleeve and Collar Control) - Sleeve and Same Side Collar - Bottom - Back Takes","-guards-closed-guard-bottom-dominant-sleeve-and-collar-control-sleeve-and-same-side-collar-bottom-back-takes","","","","",2,2014,0
113,"Mounts - Full Mount - Full Mount - Technical - Top - Submissions","mounts-full-mount-full-mount-technical-top-submissions","","","","",60,2013,0
114,"Mounts - Full Mount - Full Mount - Technical - Bottom - Escapes","mounts-full-mount-full-mount-technical-bottom-escapes","","","","",11,2013,0
120,"Mounts - Full Mount - Full Mount - Low - Bottom - Escapes","mounts-full-mount-full-mount-low-bottom-escapes","","","","",9,2013,0
115,"Mounts - Full Mount - Full Mount - Normal - Top - Submissions","mounts-full-mount-full-mount-normal-top-submissions","","","","",172,2013,0
116,"Mounts - Full Mount - Full Mount - Normal - Bottom - Escapes","mounts-full-mount-full-mount-normal-bottom-escapes","","","","",59,2013,0
117,"Mounts - Full Mount - Full Mount - Normal - Top - Control","mounts-full-mount-full-mount-normal-top-control","","","","",28,2013,0
122,"Mounts - Full Mount - Full Mount - Normal - Top - Back Takes","mounts-full-mount-full-mount-normal-top-back-takes","","","","",13,2013,0
496,"Mounts - North South - North South - Over Under - Bottom - Back Takes","mounts-north-south-north-south-over-under-bottom-back-takes","","","","",0,0,0
129,"Mounts - Side Control - Side Control (Variants) - Twister - Top - Submissions","mounts-side-control-side-control-variants-twister-top-submissions","","","","",23,2013,0
130,"Mounts - Side Control - Side Control (Variants) - Twister - Top - Mount Takes","mounts-side-control-side-control-variants-twister-top-mount-takes","","","","",6,2013,0
132,"Mounts - Side Control - Side Control (Variants) - Twister - Bottom - Sweeps","mounts-side-control-side-control-variants-twister-bottom-sweeps","","","","",1,2013,0
133,"Mounts - Side Control - Side Control (Variants) - Twister - Bottom - Back Takes","mounts-side-control-side-control-variants-twister-bottom-back-takes","","","","",3,2013,0
134,"Mounts - Side Control - Side Control (Variants) - Scarf Hold - Top - Submissions","mounts-side-control-side-control-variants-scarf-hold-top-submissions","","","","",31,2013,0
135,"Mounts - Side Control - Side Control (Variants) - Scarf Hold - Top - Transition Out","mounts-side-control-side-control-variants-scarf-hold-top-transition-out","","","","",1,2014,0
136,"Mounts - Side Control - Side Control (Variants) - Scarf Hold - Bottom - Sweeps","mounts-side-control-side-control-variants-scarf-hold-bottom-sweeps","","","","",31,2013,0
137,"Mounts - Side Control - Side Control (Variants) - Scarf Hold - Bottom - Back Takes","mounts-side-control-side-control-variants-scarf-hold-bottom-back-takes","","","","",9,2013,0
138,"Mounts - Side Control - Side Control (Variants) - Side Forward - Top - Submissions","mounts-side-control-side-control-variants-side-forward-top-submissions","","","","",175,2013,0
139,"Mounts - Side Control - Side Control (Variants) - Side Forward - Top - Mount Takes","mounts-side-control-side-control-variants-side-forward-top-mount-takes","","","","",10,2013,0
140,"Mounts - Side Control - Side Control (Variants) - Side Forward - Bottom - Guard Recovery","mounts-side-control-side-control-variants-side-forward-bottom-guard-recovery","","","","",11,2014,0
141,"Mounts - Side Control - Side Control (Variants) - Side Forward - Bottom - Sweeps","mounts-side-control-side-control-variants-side-forward-bottom-sweeps","","","","",10,2013,0
1658,"Mounts - Side Control - Side Control (100 Kilos) - Cross Reach - Bottom - Submissions","mounts-side-control-side-control-100-kilos-cross-reach-bottom-submissions","","","","",2,2013,0
144,"Mounts - Side Control - Side Control (Variants) - Side Technical - Top - Submissions","mounts-side-control-side-control-variants-side-technical-top-submissions","","","","",17,2013,0
963,"Miscellaneous - Intermediate Positions - Intermediate Positions - Leg Drag - Top - Submissions","miscellaneous-intermediate-positions-intermediate-positions-leg-drag-top-submissions","","","","",12,2014,0
146,"Mounts - Side Control - Side Control (Variants) - Side Technical - Top - Back Takes","mounts-side-control-side-control-variants-side-technical-top-back-takes","","","","",7,2013,0
147,"Mounts - Side Control - Side Control (Variants) - Side Technical - Bottom - Escapes","mounts-side-control-side-control-variants-side-technical-bottom-escapes","","","","",5,2013,0
148,"Mounts - Side Control - Side Control (Variants) - Twister - Top - Back Takes","mounts-side-control-side-control-variants-twister-top-back-takes","","","","",5,2013,0
149,"Mounts - Side Control - Side Control (Variants) - Twister - Top - Control","mounts-side-control-side-control-variants-twister-top-control","","","","",3,2013,0
151,"Mounts - Side Control - Side Control (Variants) - Twister (Over Arm) - Bottom - Guard Recovery","mounts-side-control-side-control-variants-twister-over-arm-bottom-guard-recovery","","","","",2,2014,0
152,"Mounts - Side Control - Side Control (Variants) - Scarf Hold - Bottom - Submissions","mounts-side-control-side-control-variants-scarf-hold-bottom-submissions","","","","",6,2013,0
156,"Mounts - Knee On Belly - Knee On Belly - Normal - Bottom - Sweeps","mounts-knee-on-belly-knee-on-belly-normal-bottom-sweeps","","","","",30,2013,0
157,"Mounts - Knee On Belly - Knee On Belly - Normal - Bottom - Submissions","mounts-knee-on-belly-knee-on-belly-normal-bottom-submissions","","","","",13,2013,0
158,"Mounts - Knee On Belly - Knee On Belly - Normal - Top - Control","mounts-knee-on-belly-knee-on-belly-normal-top-control","","","","",15,2013,0
159,"Mounts - Knee On Belly - Knee On Belly - Normal - Top - Back Takes","mounts-knee-on-belly-knee-on-belly-normal-top-back-takes","","","","",7,2013,0
2083,"Stand Up (No Gi) - Zone 3 - Back - Waist Grip - Defensive - Submissions","stand-up-no-gi-zone-3-back-waist-grip-defensive-submissions","","","","",7,2013,0
2084,"Stand Up (No Gi) - Zone 3 - Shot - Single Leg (Standing) - Offensive - Submission Counters","stand-up-no-gi-zone-3-shot-single-leg-standing-offensive-submission-counters","","","","",1,2014,0
2340,"Stand Up (Gi) - Zone 1 - Lapel Grip - Sleeve - Offensive - Control","stand-up-gi-zone-1-lapel-grip-sleeve-offensive-control","","","","",1,2013,0
2341,"Stand Up (Gi) - Zone 2 - Back Collar - Sleeve - Offensive - Entry","stand-up-gi-zone-2-back-collar-sleeve-offensive-entry","","","","",1,2014,0
2356,"Stand Up (Gi) - Zone 1 - Cross Collar - Cross Collar - Defensive - Control","stand-up-gi-zone-1-cross-collar-cross-collar-defensive-control","","","","",1,2013,0
2247,"Stand Up (No Gi) - Zone 1 - Miscellaneous - Over Under - Offensive - Control","stand-up-no-gi-zone-1-miscellaneous-over-under-offensive-control","","","","",5,2013,0
2248,"Stand Up (No Gi) - Zone 2 - Underhook - High Single - Offensive - Entry","stand-up-no-gi-zone-2-underhook-high-single-offensive-entry","","","","",1,2013,0
165,"Miscellaneous - Knee Fighting - Knee Fighting - Knee Fighting - Offensive - Sweeps","miscellaneous-knee-fighting-knee-fighting-knee-fighting-offensive-sweeps","","","","",12,2013,0
2342,"Guards - Disengaged - Laying vs. Standing - Ankle Control - Top - Passes to Back","guards-disengaged-laying-vs-standing-ankle-control-top-passes-to-back","","","","",1,2015,0
2137,"Stand Up (No Gi) - Zone 1 - Miscellaneous - Over Under - Offensive - Trips","stand-up-no-gi-zone-1-miscellaneous-over-under-offensive-trips","","","","",12,2015,0
2250,"Stand Up (No Gi) - Zone 2 - Underhook - Double Under Lock - Defensive - Escapes","stand-up-no-gi-zone-2-underhook-double-under-lock-defensive-escapes","","","","",3,2013,0
483,"Mounts - Full Mount - Full Mount - High - Top - Control","mounts-full-mount-full-mount-high-top-control","","","","",3,2013,0
2148,"Stand Up (No Gi) - Zone 1 - Miscellaneous - Over Under - Offensive - Back Takes","stand-up-no-gi-zone-1-miscellaneous-over-under-offensive-back-takes","","","","",5,2013,0
486,"Mounts - Knee On Belly - Knee On Belly - Reverse - Top - Submissions","mounts-knee-on-belly-knee-on-belly-reverse-top-submissions","","","","",2,2013,0
2252,"Stand Up (No Gi) - Zone 2 - Underhook - High Single - Defensive - Throws","stand-up-no-gi-zone-2-underhook-high-single-defensive-throws","","","","",2,2013,0
956,"Mounts - Full Mount - Full Mount - High - Bottom - Guard Recovery","mounts-full-mount-full-mount-high-bottom-guard-recovery","","","","",6,2013,0
1803,"Guards - Disengaged - Laying vs. Standing - Pant Cuff Control - Top - Passes to Submission","guards-disengaged-laying-vs-standing-pant-cuff-control-top-passes-to-submission","","","","",3,2014,0
179,"Mounts - Back Mount - Back Mount - Normal (Sitting) - Back - Transition To Mount","mounts-back-mount-back-mount-normal-sitting-back-transition-to-mount","","","","",1,2015,0
493,"Mounts - Full Mount - Full Mount - Sit Out - Top - Control","mounts-full-mount-full-mount-sit-out-top-control","","","","",1,2013,0
180,"Mounts - Back Mount - Back Mount - Normal (Sitting) - Back - Control","mounts-back-mount-back-mount-normal-sitting-back-control","","","","",14,2013,0
531,"Guards - Half Guard - Half Guard (Bottom Dominant) - Lock Down - Bottom - Guard Recovery","guards-half-guard-half-guard-bottom-dominant-lock-down-bottom-guard-recovery","","","","",1,2014,0
577,"Guards - Miscellaneous Guards - Miscellaneous Guards - Cross - Bottom (Standing) - Entry","guards-miscellaneous-guards-miscellaneous-guards-cross-bottom-standing-entry","","","","",3,2013,0
354,"Submission Escapes and Finishers - Arm Bars - Arm Bars - Arm Bars From Top - Offensive - Finishers","submission-escapes-and-finishers-arm-bars-arm-bars-arm-bars-from-top-offensive-finishers","","","","",81,2013,0
183,"Mounts - North South - North South - Over Under - Top - Entry","mounts-north-south-north-south-over-under-top-entry","","","","",0,0,0
184,"Mounts - North South - North South - Over Under - Bottom - Sweeps","mounts-north-south-north-south-over-under-bottom-sweeps","","","","",4,2013,0
1027,"Guards - De La Riva Guard - De La Riva Guard - Sleeve and Cross Collar - Bottom (Standing) - Back Takes","guards-de-la-riva-guard-de-la-riva-guard-sleeve-and-cross-collar-bottom-standing-back-takes","","","","",2,2014,0
565,"Guards - Closed Guard - Bottom Dominant (Specialty Guards) - Octopus - Bottom - Submissions","guards-closed-guard-bottom-dominant-specialty-guards-octopus-bottom-submissions","","","","",5,2013,0
1026,"Guards - De La Riva Guard - De La Riva Guard - Sleeve and Cross Collar - Bottom (Standing) - Sweeps","guards-de-la-riva-guard-de-la-riva-guard-sleeve-and-cross-collar-bottom-standing-sweeps","","","","",7,2013,0
1025,"Guards - De La Riva Guard - De La Riva Guard - Sleeve and Cross Collar - Bottom (Standing) - Submissions","guards-de-la-riva-guard-de-la-riva-guard-sleeve-and-cross-collar-bottom-standing-submissions","","","","",12,2013,0
191,"Mounts - North South - North South - Over Under - Top - Control","mounts-north-south-north-south-over-under-top-control","","","","",3,2013,0
586,"Guards - Miscellaneous Guards - Miscellaneous Guards - 50/50 - Top (Standing) - Back Takes","guards-miscellaneous-guards-miscellaneous-guards-50-50-top-standing-back-takes","","","","",3,2013,0
192,"Guards - Closed Guard - Bottom Dominant (Specialty Guards) - Rubber - Bottom - Sweeps","guards-closed-guard-bottom-dominant-specialty-guards-rubber-bottom-sweeps","","","","",2,2015,0
193,"Guards - Closed Guard - Bottom Dominant (Specialty Guards) - Rubber - Bottom - Control","guards-closed-guard-bottom-dominant-specialty-guards-rubber-bottom-control","","","","",7,2013,0
194,"Guards - Closed Guard - Bottom Dominant (Specialty Guards) - Rubber - Top - Passes","guards-closed-guard-bottom-dominant-specialty-guards-rubber-top-passes","","","","",6,2013,0
1527,"Guards - Closed Guard - Miscellaneous - Misc - Top - Submissions","guards-closed-guard-miscellaneous-misc-top-submissions","","","","",4,2013,0
1529,"Guards - Closed Guard - Bottom Dominant (Sleeve Control) - Tricep Grip - Bottom - Sweeps","guards-closed-guard-bottom-dominant-sleeve-control-tricep-grip-bottom-sweeps","","","","",6,2013,0
487,"Mounts - Knee On Belly - Knee On Belly - Reverse - Top - Mount Takes","mounts-knee-on-belly-knee-on-belly-reverse-top-mount-takes","","","","",1,2014,0
1029,"Guards - De La Riva Guard - De La Riva Guard - Sleeve and Cross Collar - Bottom (Kneeling) - Sweeps","guards-de-la-riva-guard-de-la-riva-guard-sleeve-and-cross-collar-bottom-kneeling-sweeps","","","","",5,2013,0
198,"Guards - Closed Guard - Bottom Dominant (Miscellaneous) - High - Bottom - Submissions","guards-closed-guard-bottom-dominant-miscellaneous-high-bottom-submissions","","","","",47,2013,0
199,"Guards - Closed Guard - Bottom Dominant (Miscellaneous) - High - Bottom - Entry","guards-closed-guard-bottom-dominant-miscellaneous-high-bottom-entry","","","","",17,2014,0
200,"Guards - Closed Guard - Bottom Dominant (Miscellaneous) - High - Bottom - Sweeps","guards-closed-guard-bottom-dominant-miscellaneous-high-bottom-sweeps","","","","",5,2013,0
504,"Guards - Miscellaneous Guards - Miscellaneous Guards - Cross - Bottom (Kneeling) - Transitions","guards-miscellaneous-guards-miscellaneous-guards-cross-bottom-kneeling-transitions","","","","",1,2013,0
500,"Miscellaneous - Miscellaneous - Miscellaneous - Techniques - Techniques - Self Defense","miscellaneous-miscellaneous-miscellaneous-techniques-techniques-self-defense","","","","",188,2013,0
2246,"Stand Up (No Gi) - Zone 2 - Russian - Normal - Offensive - Entry","stand-up-no-gi-zone-2-russian-normal-offensive-entry","","","","",1,2013,0
505,"Miscellaneous - Miscellaneous - Miscellaneous - Truly Miscellaneous - Truly Miscellaneous - Truly Miscellaneous","miscellaneous-miscellaneous-miscellaneous-truly-miscellaneous-truly-miscellaneous-truly-miscellaneous","","","","",44,2013,0
204,"Guards - Koala Guard - Koala Guard (Normal) - No Grips - Top - Submissions","guards-koala-guard-koala-guard-normal-no-grips-top-submissions","","","","",25,2013,0
205,"Guards - Koala Guard - Koala Guard (Normal) - No Grips - Top - Passes","guards-koala-guard-koala-guard-normal-no-grips-top-passes","","","","",14,2013,0
206,"Guards - Koala Guard - Koala Guard (Normal) - No Grips - Top - Back Takes","guards-koala-guard-koala-guard-normal-no-grips-top-back-takes","","","","",3,2013,0
1900,"Guards - Koala Guard - Koala Guard (Ankle Chop) - No Grips - Bottom (Standing) - Sweeps","guards-koala-guard-koala-guard-ankle-chop-no-grips-bottom-standing-sweeps","","","","",7,2013,0
221,"Guards - Koala Guard - Koala Guard (Normal) - No Grips (Shin) - Bottom (Standing) - Sweeps","guards-koala-guard-koala-guard-normal-no-grips-shin-bottom-standing-sweeps","","","","",19,2014,0
211,"Guards - Miscellaneous Guards - Miscellaneous Guards - Cross - Top - Passes","guards-miscellaneous-guards-miscellaneous-guards-cross-top-passes","","","","",2,2013,0
212,"Guards - Miscellaneous Guards - Miscellaneous Guards - Cross - Top - Control","guards-miscellaneous-guards-miscellaneous-guards-cross-top-control","","","","",1,2013,0
213,"Guards - Miscellaneous Guards - Miscellaneous Guards - Cross - Bottom (Standing) - Submissions","guards-miscellaneous-guards-miscellaneous-guards-cross-bottom-standing-submissions","","","","",6,2013,0
214,"Guards - Miscellaneous Guards - Miscellaneous Guards - Cross - Bottom (Standing) - Sweeps","guards-miscellaneous-guards-miscellaneous-guards-cross-bottom-standing-sweeps","","","","",22,2013,0
215,"Guards - Miscellaneous Guards - Miscellaneous Guards - Cross - Bottom (Kneeling) - Sweeps","guards-miscellaneous-guards-miscellaneous-guards-cross-bottom-kneeling-sweeps","","","","",8,2013,0
511,"Miscellaneous - Miscellaneous - Miscellaneous - Techniques - Techniques - Theory","miscellaneous-miscellaneous-miscellaneous-techniques-techniques-theory","","","","",199,2013,0
510,"Miscellaneous - Miscellaneous - Miscellaneous - Techniques - Techniques - Grappling with a Stick","miscellaneous-miscellaneous-miscellaneous-techniques-techniques-grappling-with-a-stick","","","","",2,2013,0
1903,"Guards - Koala Guard - Koala Guard (Normal) - Belt or Gi Skirt (Shin) - Bottom (Kneeling) - Entry","guards-koala-guard-koala-guard-normal-belt-or-gi-skirt-shin-bottom-kneeling-entry","","","","",2,2014,0
